Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
129,6/27/2017 7:39:02,R_3iW2ck81DDizyy6,1,5, ,1,2,4,3,9,9,8,9,8,5,8,9,7,9,9,9,5,7,7,8,6,8,6,8,5,5,7,3,8,6,8,8,8,7,5,0,0,8.125,7.41666666666667,6.36363636363636
100,6/27/2017 7:48:12,R_R3vyv28m1JHEb8B,1,1, ,1,3,4,3,7,7,8,7,8,6,6,7,7,6,7,6,7,8,8,6,8,6,7,7,8,7,7,8,7,7,7,7,5,6,5,0,0,7,6.91666666666667,6.72727272727273
307,6/27/2017 7:49:26,R_bdXt3U2Sy4rwN3z,1,5, ,1,2,5,3,8,8,7,9,8,6,7,8,5,8,7,6,7,7,7,7,6,4,5,4,7,6,4,7,3,6,4,8,7,7,7,0,0,7.625,6.08333333333333,6
725,6/27/2017 7:49:43,R_3oAz8ToS1KeGIoL,1,5, ,1,3,5,4,9,9,8,9,8,8,9,8,8,9,9,7,7,7,7,7,0,9,9,9,9,9,8,9,9,8,7,9,8,7,7,0,0,8.5,7.33333333333333,8.18181818181818
181,6/27/2017 7:50:06,R_3Eh9e8hRSi5WR8d,1,1, ,1,3,4,3,8,9,9,5,4,5,3,6,7,6,4,5,10,8,8,9,6,7,6,10,9,8,7,4,7,6,8,9,8,6,6,0,0,6.125,7.16666666666667,7.09090909090909
245,6/27/2017 7:52:29,R_3HM4hF6KJydwm6P,1,5, ,1,2,5,4,8,8,8,8,5,5,8,8,8,9,7,8,9,8,9,9,7,8,8,9,8,8,9,9,9,8,8,9,9,7,8,0,0,7.25,8.25,8.36363636363636
150,6/27/2017 7:55:35,R_1r6RhtbiHj7fheO,1,5, ,2,2,6,3,8,8,7,7,8,8,6,7,7,7,7,8,7,8,7,8,7,8,7,8,8,8,7,8,8,8,8,8,7,5,5,0,0,7.375,7.41666666666667,7.27272727272727
138,6/27/2017 8:08:13,R_1f74gB2Eom7iUZi,1,1, ,1,2,4,3,8,10,10,10,10,5,10,10,10,7,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.125,9.41666666666667,10
104,6/27/2017 8:11:35,R_3k7aEaUMOLYm5Mx,1,1, ,1,2,5,4,7,3,3,6,7,4,3,7,4,3,2,6,4,8,6,4,6,3,6,4,7,5,3,4,3,6,8,5,4,3,6,0,0,5,4.66666666666667,4.90909090909091
139,6/27/2017 8:16:12,R_stZA0YCQIewaCQN,1,1, ,2,2,4,4,10,8,9,9,7,5,8,10,9,8,8,8,6,7,8,10,6,10,10,8,10,9,8,6,7,3,6,8,8,7,9,0,0,8.25,8.16666666666667,7.36363636363636
202,6/27/2017 8:28:55,R_2DV0vYExhXN5aac,1,1, ,1,3,4,3,10,10,10,10,6,5,10,10,10,10,10,10,8,10,10,10,10,5,10,10,5,10,10,10,10,10,10,10,10,8,10,0,0,8.875,9.41666666666667,9.36363636363636
116,6/27/2017 8:30:46,R_VKyQwbPVVSI1fm9,1,5, ,2,1,5,1,9,10,8, ,9,10,8,9,10,9,10,8,9,10,9, ,9,7,9,8,10,9,10,9,10,9,10,8,9,8,10,1,0,9,8.90909090909091,9.27272727272727
260,6/27/2017 8:31:46,R_1cXEV0DI2RRcBBa,1,5, ,1,2,6,2,8,9,7,7,8,9,10,8,9,8,8,9,10,9,9,10,8,9,9,9,9,10, ,8,9, ,10,8,9,9,10,1,0,8.25,8.91666666666667,9.11111111111111
363,6/27/2017 8:34:15,R_3PBH07NPcEgFmkl,1,5, ,1,2,5,1,10,10,10,10,10,9,9,10,10,9,10,9,8,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,0,0,9.75,9.41666666666667,10
75,6/27/2017 8:34:55,R_XoXmGeigO7AwIA9,1,1, ,2,3,3,4,7,7,7,8,10,10,10,9,8,7,8,8,8,7,8,8,8,7,7,8,7,7,6,8,8,8,8,7,7,7,8,0,0,8.5,7.66666666666667,7.36363636363636
155,6/27/2017 8:41:53,R_ykz1bd5An61yoRr,1,1, ,2,2,4,1,7,8,8,9,9,3,6,7,8,8,2,8,8,7,6,10,7,8,3,10,9,9,10,8,9,10,8,10,8,5,7,0,0,7.125,7.08333333333333,8.45454545454546
229,6/27/2017 8:43:30,R_pry13JYdg0yR70Z,1,5, ,1,2,5,4,8,10,8,9,10,8,8,8,9,9,9,8,10,10,9,8,7,7,7,10,10,8,8,8,8,9,9,10,8,8,9,0,0,8.625,8.58333333333333,8.63636363636364
103,6/27/2017 8:48:16,R_25zqrO5eD4E48fr,1,5, ,2,2,6,3,10,10,10,10,9,10,9,10,9,9,10,9,9,9,9,8,9,9,10,9,9,8,10,9,9,9,10,9,10,9,9,0,0,9.75,9.08333333333333,9.18181818181818
155,6/27/2017 8:49:12,R_29idUjbVXVsezr7,1,5, ,2,1,4,1,7,6,4,7,6,4,8,6,4,7,5,7,5,8,5,7,5,7,5,7,6, ,4,7,5,8,6,7,5,6,4,1,0,6,6,5.8
84,6/27/2017 8:49:50,R_3249Aq7jrzGOM5j,1,1, ,1,2,3,2,10,10,9,8,10,9,10,7,8,8,10,10,10,9,9,7,8,8,7,10,9,9,10,8,7,10,9,9,7,8,8,0,0,9.125,8.66666666666667,8.54545454545454
210,6/27/2017 8:50:57,R_1rwbxvxjiHEEra7,1,5, ,2,3,5,4,7,7,5,7,6,6,8,8,6,6,5,3,7,6,4,6,6,7,8,5,4,7,7,5,6,6,7,6,5,7,7,0,0,6.75,5.75,6.09090909090909
228,6/27/2017 8:53:39,R_3dQjm6zioOtr8nQ,1,6,Venezuela,1,1,4,3,5,10,8,8,8,8,8,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,10,9,9,9,0,0,8,9.08333333333333,8.90909090909091
163,6/27/2017 8:54:06,R_3GjId3hBYHhKalI,2,1, ,2,1,4,2,2,9,6,1,0,0,0,0,1,0,1,0,6,0,7,4,6,0,6,5,6,7,1,1,1,0,1,5,1,3,6,0,0,2.25,3,2.90909090909091
159,6/27/2017 8:54:07,R_2f96wMN19gtebYs,1,1, ,2,2,5,4,10,7,8,7,9,7,8,6,8,7,9,6,8,7,9,8,7,8,9,7,8,9,7,6,8,9,8,8,7,9,8,0,0,7.75,7.75,7.90909090909091
375,6/27/2017 8:56:32,R_23d7s7WpnWKfNxO,1,1, ,1,2,3,2,9,9,8,9,10,7,7,9,8,10,10,9,8,9,10,9,8,9,10,8,9,10,8,9,10,7,8,10,9,9,10,0,0,8.5,9,9
495,6/27/2017 8:56:40,R_1Q4M0KUR5ToPw6b,1,1, ,2,4,5,2,9,8,10,7,7,10,9,9,8,8,10,9,9,10,10,10,8,8,10,9,8,8,10,7,8,10,9,8,8,8,10,0,0,8.625,9.08333333333333,8.54545454545454
72,6/27/2017 8:58:22,R_BQEN9mzxlA6fgNb,1,1, ,2,2,3,2,10,9,9,10,10,7,9,9,10,10,9,8,10,10,10,8,9,8,10,10,9,9,8,10,8,10,9,9,10,10,8,0,0,9.125,9.33333333333333,9.09090909090909
277,6/27/2017 8:58:36,R_2V8v9Nt3K20yuXQ,1,5, ,1,2,6,4,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,8,9,9,9,8,9,0,0,8.75,8.83333333333333,8.81818181818182
157,6/27/2017 8:59:15,R_2B3euIIgkIXo6Hn,1,1, ,1,2,5,3,8,9,8,10,8,8,8,9,8,8,9,8,9,7,9,9,8,8,8,10,8,9,9,8,8,8,8,9,7,8,8,0,0,8.5,8.41666666666667,8.18181818181818
280,6/27/2017 9:03:09,R_1jwZPDqwnMkHz66,1,5, ,1,2,6,3,7,10,8,6,2,0,6,6,9,7,3,7,9,8,10,9,6,9,7,10,8,8,8,6,2,4,9,10,8,7,9,0,0,5.625,7.83333333333333,7.18181818181818
466,6/27/2017 9:12:01,R_2A1fwtynNSNqRmB,1,5, ,1,6,5,4,9,10,9,10,9,8,9,9,9,9,9,10,9,9,10,9,9,9,9,10,9,10,10,9,10,8,9,10,9,9,9,0,0,9.125,9.25,9.27272727272727
164,6/27/2017 9:16:13,R_3qlYdYAMZG4nK4b,1,1, ,2,3,4,2,8,9,9,6,7,7,9,9,8,9,10,10,6,8,10,9,9,9,8,10,10,9,9,10,9,10,10,10,10,10,10,0,0,8,8.83333333333333,9.72727272727273
544,6/27/2017 9:18:56,R_1l5oW4Fk7Uv7w6p,1,5, ,2,2,5,4,10,10,8,9,7,10,8,10,8,9,7,10,10,6,9,10,8,10,10,9,10,9,7,9,7,5,10,8,7,9,9,0,0,9,8.83333333333333,8.18181818181818
175,6/27/2017 9:20:08,R_1i80AyDZ7Sw6IYu,2,1, ,2,3,3,2,8,9,9,7,10,8,9,9,7,10,8,10,8,7,10,9,9,10,8,9,7,10,7,9,8,6,9,8,9,10,10,0,0,8.625,8.75,8.45454545454546
147,6/27/2017 9:34:46,R_AhBrzlGGKWuuVWN,1,1, ,1,2,3,3,5,5,5,7,7,7,7,7,7,10,8,8,10,10,10,10,8,5,5,6,5,10,10,10,10,9,9,10,9,10,10,0,0,6.25,8.08333333333333,9.27272727272727
506,6/27/2017 9:41:28,R_21dM4hOqnyeYbyO,1,1, ,1,3,5,4,10,10,10,10,10,2,8,10,10,10,7,10,8,10,10,10,10,10, ,10,10,10,10,9,9,7,9,10,10,9,9,1,0,8.75,9.54545454545454,9.27272727272727
93,6/27/2017 9:48:27,R_3QD91TMwZOZcfy8,2,6,Spain,1,1,5,3,8,5,8,3,3, ,9,3,4,8,7, ,4,10,3,0,7,8,6,4,7,9,4,6,2,4,10,7,8,3,4,1,0,5.57142857142857,5.54545454545455,5.81818181818182
244,6/27/2017 9:53:31,R_tDkN0tUCrBRgAMN,1,1, ,1,2,6,4,8,10,8,10,9,10,9,10,9,9,8,8,10,9,10,10,8,8,10,10,8,9,10,9,10,5,8,8,7,7,7,0,0,9.25,9.08333333333333,8
200,6/27/2017 9:53:59,R_2WVhyzCs6HC56xM,1,5, ,2,2,6,3,8,9,8,9,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,0,0,8.375,8.08333333333333,8.09090909090909
228,6/27/2017 9:54:47,R_3J7OJTyLTJERrDT,1,6,Estonia,2,2,6,4,7,10,9,8,7,5,8,8,8,6,7,7,9,7,9,8,8,9,6,9,7,9,7,5,9,8,6,8,7,7,7,0,0,7.75,7.75,7.27272727272727
143,6/27/2017 10:11:56,R_yNKC2f4X7JfDWxj,1,5, ,1,2,4,1,7,8,7,7,9,6,8,8,6,9,10,6,7,8,8,6,7,8,7,7,3,7,8,7,7,8,7,8,7,7,8,0,0,7.5,7.41666666666667,7
203,6/27/2017 10:28:39,R_3feOO7CqlCHnkq6,1,2, ,1,3,4,3,9,9,9,7,9,5,6,8,6,7,7,7,9,5,7,6,5,5,9,9,8,9,8,7,7,6,7,8,7,7,8,0,0,7.75,6.83333333333333,7.45454545454545
151,6/27/2017 10:29:56,R_2pLYxHjf9uMOxgR,1,5, ,1,2,6,4,7,6,6,9,7,8,8,9,8,8,5,9,8,7,7,9,8,6,7,8,8,7,7,6,8,8,7,7,9,8,9,0,0,7.5,7.5,7.63636363636364
164,6/27/2017 10:32:17,R_RPOOaTkQasdQuf7,1,1, ,2,3,5,4,8,10,10,10,7,4,8,10,10,8,10,8,9,9,10,10,7,8,10,10,9,10,8,9,10,8,10,10,8,8,10,0,0,8.375,9.08333333333333,9.09090909090909
185,6/27/2017 10:46:03,R_b3p50sxIAATpTSV,1,5, ,2,2,5,3,9,9,9,9,8,9,8,9,8,9,8,9,7,6,9,7,9,6,9,6,8,6,9,6,8,6,8,6,8,7,6,0,0,8.75,7.75,7.09090909090909
252,6/27/2017 10:49:57,R_UxydxovupO41Qyd,1,5, ,1,2,6,1,9,10,8,9,10,8,9,10,9,10,9,8,9,10,9,8,9,8,9,10,9,9,10,9,8,9,10,9,10,9,9,0,0,9.125,9,9.18181818181818
194,6/27/2017 10:50:29,R_2UbVZDXKkspI9d7,1,1, ,2,2,4,1,5,3,4,5,1,2,2,2,2,2,5,6,8,5,8,6,8,7,7,7,8,8,6,8,8,7,7,6,5,6,6,0,0,3,5.91666666666667,6.81818181818182
292,6/27/2017 10:54:25,R_3Hw3HVgLXRIq0FU,1,6,Philippines,2,2,5,4,8,9,7,7,8,8,8,8,8,8,8,8,8,8,9,8,7,7,8,8,8,8,8,8,8,8,7,9,8,8,8,0,0,7.875,7.91666666666667,8
107,6/27/2017 10:59:40,R_2QQCJY9ntHMLRAh,1,1, ,1,2,5,3,8,8,9,9,10,7,7,9,9,9,10,9,8,8,9,10,10,9,8,8,9,10,10,9,8,8,9,9,10,10,9,0,0,8.375,8.91666666666667,9.18181818181818
171,6/27/2017 11:20:30,R_zTNlOV4p1tB4Slj,1,1, ,2,2,5,3,10,10,10,10,8,8,10,10,10,10,10,5,10,5,7,8,10,10,10,10,9,10,10,5,10,10,10,9,7,8,10,0,0,9.5,8.75,8.90909090909091
277,6/27/2017 11:41:18,R_1o6V4LtWGolSQN1,1,5, ,1,2,3,2,2,4,7,3,5,7,2,4,6,4,2,6,3,6,3,7,3,9,3,7,3,8,2,5,1,8,3,6,7,4,2,0,0,4.25,4.91666666666667,4.45454545454545
2102,6/27/2017 11:47:52,R_2WU37vhx8DlsyzV,1,5, ,1,3,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,9,9,9
188,6/27/2017 11:48:38,R_1JWoeuWJOiHQMgt,1,5, ,1,1,5,3,7,8,6,7,8,7,5,8,7,6,8,6,8,6,5,8,7,6,5,3,8,7,6,3,8,7,7,9,7,7,8,0,0,7,6.25,7
297,6/27/2017 11:52:01,R_2CfBqUR89FZkyPx,1,5, ,1,2,6,3,8,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,10,8,0,0,8.75,8.91666666666667,8.90909090909091
188,6/27/2017 12:05:38,R_1j9bJUAcZsYmHSe,1,1, ,1,2,5,4,10,10,5,10,7,10,10,10,8,10,10,10,10,8,10,9,5,10,10,10,10,10,10,9,10,10,10,10,5,10,10,0,0,9,9.16666666666667,9.45454545454546
338,6/27/2017 12:12:37,R_1OW71uHR9SxaZcH,1,6,venezuela,2,3,6,4,8,8,8,8,8,8,7,7,8,7,7,7,9,8,7,7,6,7,7,9,8,8,7,7,7,6,6,8,7,6,7,0,0,7.75,7.41666666666667,7
155,6/27/2017 12:13:11,R_OfJi2fhh8tX0pi1,1,1, ,1,2,6,3,8,9,10,10,10,9,9,9,9,9,9,9,10,8,9,7,9,3,9,10,10,10,9,9,9,9,7,9,5,6,8,0,0,9.25,8.41666666666667,8.27272727272727
134,6/27/2017 12:15:19,R_2dGAkgQpHtwgMpr,1,5, ,1,2,6,4,8,6,8,6,7,5,5,7,6,6,6,7,5,7,4,7,6,7,6,7,5,8,4,7,5,6,6,6,7,3,7,0,0,6.5,6.16666666666667,5.81818181818182
171,6/27/2017 12:50:25,R_Z2K9QyVNw1eou5z,2,1, ,2,2,5,4,5,8,8,7,9,9,8,10,6,8,9,9,7,8,7,8,9,6,8,9,8,8,8,8,9,9,7,7,8,9,10,0,0,8,7.83333333333333,8.27272727272727
106,6/27/2017 12:51:02,R_6QAsL2o6Xg1ey9X,1,1, ,2,1,5,3,7,7,9,7,5,6,7,7,8,9,9,4,8,6,5,5,7,7,7,5,7,7,8,5,5,6,7,6,4,6,5,0,0,6.875,6.66666666666667,6
230,6/27/2017 12:54:30,R_3PoZwkuiMxfaK5v,1,1, ,2,3,5,4,8,9,10,10,10,10,10, ,10,10,10, ,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,9.57142857142857,10,10
619,6/27/2017 12:54:32,R_24cLpqN0EKSCPbr,1,5, ,1,2,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,6,6,6
242,6/27/2017 13:10:50,R_5aRYwnk7R8QVN5v,1,5, ,2,2,6,4,8,9,8,9,7,9,9,10,10,9,10,8,10,6,9,10,5,6,10,10,9,9,8,9,8,9,8,7,8,9,8,0,0,8.625,8.58333333333333,8.36363636363636
280,6/27/2017 13:24:13,R_W85PlVM7RV4A02l,2,1, ,1,5,4,3,6,8,7,9,3,2,7,8,10,4,7,8,9,7,9,7,7,4,8,6,6,8,7,5,5,4,7,8,7,9,10,0,0,6.25,7.16666666666667,6.90909090909091
86,6/27/2017 13:26:45,R_2YVUzWfVW0UeZvV,1,1, ,2,1,4,3,5,5,6,5,5,5,5,6,5,5,6,5,5,5,6,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,0,0,5.25,5.25,5.09090909090909
513,6/27/2017 13:43:52,R_3sG6EBYt6LobP57,1,1, ,1,1,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,0,0,10,10,9.81818181818182
861,6/27/2017 13:47:05,R_2ymEuIs1ryChpN8,1,1, ,2,2,6,3,9,9,10,9,8,8,9,9,9,9,8,9,9,9,9,9,8,8,8,9,9,9,8,9,9,8,9,9,8,9,9,0,0,8.875,8.66666666666667,8.72727272727273
148,6/27/2017 13:55:05,R_2v0noS8Mo45aAdS,1,1, ,1,2,3,1,9,10, ,8,6,4,5,7,7,8,5,8,9,8,10,9,2,5,6,8,8,9,9,10,8,7,8,7,6,8,8,1,0,7,7.08333333333333,8
250,6/27/2017 14:01:17,R_2VDRk9VxsoOnbVU,1,1, ,2,4,5,3,3,10,7,5,5,7,5,8,8,3,5,5,5,7,5,4,8,9,6,3,9,8,8,7,8,6,7,5,5,5,7,0,0,6.25,5.66666666666667,6.81818181818182
283,6/27/2017 14:09:00,R_zeDBVfbSEOtvdDj,1,1, ,1,2,5,4,8,6,8,7,8,7,5,8,4,7,5,7,4,7,4,8,6,8,5,8,5,8,4,7,4,7,4,7,4,7,4,0,0,7.125,6.08333333333333,5.54545454545455
102,6/27/2017 14:23:05,R_3FJADeoVwNWdjho,1,1, ,2,2,3,4,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9.25,9,9
237,6/27/2017 14:23:05,R_3mlNmjnEINAFmiG,1,5, ,1,2,5,4,9,10,10,0,0,9,10,0,10,9,1,10,10,5,10,10,10,5,9,10,10,10,10,10,5,1,10,10,10,10,10,0,0,6,8.25,8.72727272727273
200,6/27/2017 14:49:48,R_2U2T2Gq0barYheG,2,2, ,2,1,5,2,8,9,9,7,9,9,9,8,9,8,5,8,9,5,8,6,8,8,8,9,9,9,7,8,8,6,7,9,7,6,8,0,0,8.5,7.58333333333333,7.63636363636364
277,6/27/2017 14:54:37,R_31RQYRmOuU666V8,1,1, ,2,2,5,3,8,8,8,9,9,8,8,8,8,9,8,8,8,7,8,8,9,7,8,8,7,8,8,7,7,6,7,8,7,7,7,0,0,8.25,8,7.18181818181818
246,6/27/2017 14:58:54,R_30vo1PY0i80kfBV,1,1, ,1,3,4,4,10,10,10,10,10,5,9,9,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,6,5,1,10,10,5,8,10,0,0,9.125,9.58333333333333,7.72727272727273
147,6/27/2017 15:04:29,R_2us5ZPZQNdUcdYW,1,1, ,1,1,5,4,6,5,4,7,4,7,7,5,7,6,5,8,8,4,9,7,4,7,6,8,5,6,6,7,7,5,5,8,8,6,7,0,0,5.625,6.58333333333333,6.36363636363636
159,6/27/2017 15:06:27,R_1KpNJMFSy41D64h,2,2, ,2,2,5,3,9,10,9,9,8,9,8,8,9,10,10,9,10,9,10,8,9,8,8,8,8,10,7,7,8,10,9,9,9,8,8,0,0,8.75,9,8.45454545454546
106,6/27/2017 15:07:59,R_2AZL2EhkI0eqV24,1,1, ,2,1,4,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,0,0,9.375,10,9.90909090909091
88,6/27/2017 16:02:29,R_2ZChGaWwT3bvM00,1,5, ,1,2,5,3,9,9,8,9,8,10,10,10,8,9,10,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,9,9,10,10,0,0,9.125,9.66666666666667,9.63636363636364
245,6/27/2017 16:33:12,R_s5TjnZw1aFsJwDD,1,6,México,1,2,6,4,9,10,9,5,9,10,8,9,10,9,10,9,10,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,0,0,8.625,9.58333333333333,9.45454545454546
347,6/27/2017 16:35:54,R_1rP5TfkxCTrLjKo,2,1, ,2,2,5,1,9,10,7,2,4,8,1,6,6,2,0,9,9,5,7,10,2,1,1,10,9,10,8,5,5,5,9,4,0,1,7,0,0,5.875,5.16666666666667,5.72727272727273
167,6/27/2017 16:41:42,R_0H94d6G8dWClU2Z,1,5, ,1,2,5,3,8,9,8,10,8,9,10,9,9,9,8,9,10,8,9,9,9,9,8,10,9,9,9,8,9,9,9,10,9,10,9,0,0,8.875,8.91666666666667,9.09090909090909
411,6/27/2017 17:29:01,R_2SjCf3QmoFVVbBu,2,1, ,2,6,5,1,10,10,10,9,9,9,9,10,10,9,9,9,10,8,10,9,10,8,10,9,9,10,9,8,9,7,8,9,7,10,10,0,0,9.5,9.25,8.72727272727273
178,6/27/2017 17:35:58,R_12tcNZSC3vOMMbv,2,1, ,2,2,4,1,4,7,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,6,5,5,5,4,4,4,4,5,5,5,5,5,5,0,0,4.25,5.08333333333333,4.63636363636364
351,6/27/2017 17:37:43,R_CejU4hBP79Qd2q5,1,6,Lithuania,1,2,4,1,10,8,10,0,8,0,0,8,10,10,5,2,10,10,10,7,10,7,6,10,5,7,2,3,6,0,0,10,0,10,10,0,0,5.5,8.08333333333333,4.81818181818182
171,6/27/2017 17:48:09,R_1JOMZK3uC1zhGOJ,1,6,Philippines,2,2,5,3,3,5,5,8,8,5,4,0,6,7,0,0,10,5,6,6,7,8,8,10,10,5,5,2,10,0,0,5,6,0,5,0,0,4.75,6.08333333333333,4.36363636363636
167,6/27/2017 17:52:35,R_24OeDMjUbc9k8SW,1,5, ,1,2,6,4,9,9,8,10,5,7,9,10,8,6,8,10,9,9,8,9,5,10,8,5,10,9,8,9,8,5,5,9, ,8,6,1,0,8.375,7.91666666666667,7.7
196,6/27/2017 17:53:33,R_1ptyRxEvq9n891z,1,5, ,1,1,6,3,8,9,9,9,9,8,7,9,9,8,8,9,9,9,9,9,9,9,8,9,9,8,8,8,8,9,9,9,8,8,8,0,0,8.5,8.75,8.36363636363636
421,6/27/2017 18:07:38,R_1I6kN9fQvT9YCBB,2,5, ,1,2,4,3,8,7,9,9,8,5,9,8,6,5,7,8,7,9,7,8,5,9,7,8,6,5,7,8,7,5,9,8,8,6,5,0,0,7.875,7.16666666666667,6.72727272727273
341,6/27/2017 18:16:31,R_2TvEo06YugiA9pS,1,1, ,2,3,5,4,3,10,3,5,2,3,8,3,9,7,1,2,10,8,6,9, ,7,8,10,5,8,5,8,9,4,9,8,10,2,10,1,0,4.625,7,7.09090909090909
401,6/27/2017 18:24:00,R_RqugolJS4BRZHVf,2,1, ,2,1,4,2,7,5,7,4,7,10,9,5,7,6,5,6,9,7,5,8,5,7,6,10,7,7,6,5,8,8,7,8,6,8,9,0,0,6.75,6.75,7.18181818181818
656,6/27/2017 18:42:07,R_3r0Tvtuk8Xpnnqz,1,1, ,2,1,4,3,5,8,7,8,4,6,9,6,6,7,7,8,2,8,9,7,6,6,7,4,6,7,7,8,3,6,6,8,7,5,7,0,0,6.625,6.41666666666667,6.36363636363636
135,6/27/2017 18:45:23,R_24hLhSRCsfJPzKq,1,1, ,1,2,6,1,7,8,8,6,5,7,7,8,8,9,8,8,8,8,8,7,8,7,7,7,8,10,9,9,8,8,7,7,7,6,7,0,0,7,7.75,7.81818181818182
174,6/27/2017 18:54:08,R_5cFzy0F14YGymyJ,1,2, ,1,4,5,3,8,9,8,9,6,5,6,7,7,7,7,9,6,6,6,8,6,7,7,7,9,7,8,6,8,8,8,5,8,5,7,0,0,7.25,6.91666666666667,7.18181818181818
241,6/27/2017 19:02:27,R_1n0LCqshhSFapHs,2,2, ,1,2,4,4,8,9,7,6,6,0,6,5,6,7,2,7,7,6,6,9,8,9,6,10,7,7,8,7,8,4,8,8,6,3,5,0,0,5.875,6.91666666666667,6.45454545454545
168,6/27/2017 19:16:12,R_3CHjCUlOuASqkJy,1,1, ,2,2,3,4,10,10,10,10,9,8,10,10,10, ,8,10,10,10,10,10,9,10,10, ,10,10,10, ,10,7,10,10,9,10,10,1,0,9.625,9.7,9.6
363,6/27/2017 19:16:35,R_1jcRDvWbnQVwfSD,1,1, ,1,2,5,4,8,8,9,8,9,8,8,9,9,8,8,9,9,8,9,8,9,8,9,8,8,8,8,8,9,8,8,8,8,9,8,0,0,8.375,8.5,8.18181818181818
351,6/27/2017 19:23:47,R_2PBCr1dJJ0PMUSF,2,5, ,1,4,2,1,3,8,8,10,10,10,9,9,9,7,10,8,10,10,10,10,10,9,8,9,9,9,7,7,7,8,8,9,8,8,8,0,0,8.375,9.16666666666667,8
270,6/27/2017 19:24:44,R_1H0rhrx0auLlaGg,1,5, ,1,2,6,4,9,10,7,5,8,5,9,9,9,9,10,8,10,9,10,10,9,8,9,9,8,8,9,8,9,9,7,9,8,9,9,0,0,7.75,9.16666666666667,8.45454545454546
387,6/27/2017 19:25:56,R_2Em0zsehTREqFEY,1,1, ,2,2,3,4,7,9,9,8,8,7,7,7,7,7,7,7,8,7,7,8,8,7,8,7,8,8,8,8, ,7,8,8,8,8,8,1,0,7.75,7.33333333333333,7.9
201,6/27/2017 19:28:08,R_bawitGAipDPhTPj,1,1, ,2,4,4,4,8,8,10,10,10,8,10,9,9,9,8,9,10,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,10,10,0,0,9.125,9,9
157,6/27/2017 19:29:01,R_W8QZ5kHeQU70Otj,2,1, ,2,1,3,1,5,10,10,9,7,5,8,5,5,5,0,7,9,6,8,10,6,5,5,5,5,10,10,7,8,7,10,10,6,7,5,0,0,7.375,5.91666666666667,7.72727272727273
155,6/27/2017 19:33:18,R_31tipEkmBJW1UHA,1,1, ,2,2,5,4,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,0,0,9.75,10,9.81818181818182
125,6/27/2017 19:37:44,R_2zN59hETCH4Kpua,1,1, ,2,2,5,2,9,8,9,8,7,8,7,9,8,7,8,8, ,10,8,8,8,8,10,9,7,8,8,7,7,9,7,6,9,9,7,1,0,8.125,8.36363636363636,7.63636363636364
123,6/27/2017 19:44:11,R_qQ8Diacw1IlCJMt,1,1, ,1,2,6,4,5,5,8,3,4,7,6,6,3,7,3,6,8,6,4,5,7,5,4,7,5,8,4,5,7,5,6,6,4,6,5,0,0,5.5,5.41666666666667,5.54545454545455
333,6/27/2017 19:49:48,R_2PuHkuDO2BI1CK8,1,1, ,1,3,5,3,7,9,9,8,7,5,8,9,9,7,8,8,10,7,10,9,8,6,7,8,7,8,8,8,8,8,9,9,8,8,8,0,0,7.75,8.08333333333333,8.09090909090909
